propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,externalReference,floor,district,neighborhood,hasLift,parkingSpace,labels,newDevelopmentFinished
37914999,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/54/20/227112129.jpg,16,450.0,flat,rent,60.0,True,1,1,"Avenida RUFINO RUBIO, 70",Toledo,Yeles,es,40.1218293,-3.8047614,True,https://www.idealista.com/inmueble/37914999/,33898,"¡EN ALQUILER ACOGEDOR PISO EN YELES! Piso en una primera planta con ascensor y con una superficie de 60m cuadrados. Consta de 1 habitación doble con armarios empotrados, 1 cuarto de baño completo con bañera, 1 cocina americana totalmnte amueblada y equipada, 1 salón comedor muy amplio y luminoso, plaza de garaje incluida en el precio. Suelos de grees y tarima, pintura gotele, carpintería interior de roble, calefacción eléctrica, puerta blindada, zonas comunes. Situado en el centro del pueblo. ** NO MASCOTAS** CONTRATO DE TRABAJO, TRES ULTIMAS NOMINAS Y VIDA LABORAL. ¡MEJOR VER! Muy cerca de Madrid Toledo Illescas Parla Esquivias Seseña Para más información pásate por nuestras oficinas en Su Piso Inmobiliaria o llámenos al 626638252 o 682932967 sin ningún compromiso.",True,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Yeles', 'title': 'Piso en Avenida RUFINO RUBIO, 70'}",True,False,False,False,False,False,545,1,,,True,,,
98623809,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/32/69/1018400954.jpg,28,723.0,studio,rent,25.0,True,0,1,"Calle Beatriz Galindo, 12",Madrid,Rivas-Vaciamadrid,es,40.3413759,-3.5316501,True,https://www.idealista.com/obra-nueva/98623809/,16775,"SIN COMISIONES DE AGENCIA. TODO INCLUIDO Calle Beatriz Galindo, 12, 28521, Rivas-Vaciamadrid, Madrid. Be Casa es el nuevo concepto de alquiler que ofrece la flexibilidad que muchas personas llevaban tiempo demandando. Aquí puedes vivir como quieras y el tiempo que quieras, con la intimidad de un apartamento, los servicios de un hotel y unas zonas comunes para además de vivir, convivir. La flexibilidad de sentirte en la intimidad de tu propio apartamento, de quedarte solo el tiempo que necesites, de poder organizar una barbacoa, refrescarte en la piscina, montar una reunión de trabajo, descansar un rato o invitar a cenar a tus amigos sin salir de Be Casa. La flexibilidad de saber que lo tienes todo incluido en el precio para que no tengas que preocuparte por nada: ni por la factura de la luz o el agua, ni por la limpieza y el cambio de lencería, ni por buscar un sitio donde poder hacer todo lo que te permiten nuestras zonas comunes. Be Casa Rivas es un innovador complejo con 847 estudios y apartamentos de 1 y 2 dormitorios. Cuenta con una gran oferta de zonas comunes: gimnasio, calistenia/crossfit, piscina, club social, coworking, cafetería, pet spa, parking, azoteas con barbacoas, parking y taller de bicicletas, lavandería y zonas verdes. El precio lo incluye todo: tu apartamento, gastos de suministros, WiFi, limpieza y servicio de cambio de sábanas y toallas periódica, acceso a todas las zonas comunes, plaza de parking (para estancias superiores a dos meses), servicio de recepción, seguridad, recepción de paquetería, mantenimiento, etc. Nuestro objetivo es que vivas bien. Todos nuestros apartamentos han sido diseñados por nuestro equipo de interioristas y están completamente amueblados y equipados. Además, somos pet friendly y admitimos mascotas. Be Casa Rivas está en una ubicación inmejorable, con acceso directo a la R-3, A-3 y M-50, y está a un paso de varias paradas de autobús y del Metro Rivas Futura. Tienes la línea 9 de Metro y la línea 331 de autobús interurbano que te llevarán al centro de la capital en cuestión de minutos. Si prefieres pasar el día en Rivas-Vaciamadrid, también tienes la línea 1 de autobús que te conecta de norte a sur con la localidad. En la zona encontrarás todo el ocio, servicios y lo que necesitas para tu día a día: centros educacionales públicos, como el Colegio Público Hans Christian Andersen o el IES Antares, varias zonas deportivas, el Parque del Sureste, áreas comerciales como el Centro H2O o instalaciones culturales como el Auditorio de Miguel Ríos. Los espacios de Be Casa Rivas han sido diseñados para percibirlos desde los cinco sentidos. Destacan por ser diseños sofisticados, flexibles y colaborativos. El uso de materiales auténticos y la tradición y artesanía como enfoque de la sostenibilidad.  Son diseños que simulan lo natural y orgánico que aportan confort y visten el espacio con colores de la naturaleza. El bienestar del planeta nos importa tanto como el tuyo, y por eso el edificio Be Casa Rivas cuenta con las más estrictas certificaciones ambientales, como BREEAM, e incorpora materiales sostenibles, además de zonas de aparcamiento de bicicletas para fomentar la movilidad verde. ¡Ven a conocernos! Be Casa. Live Flexible.",True,newdevelopment,True,29.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Rivas Futura, Rivas-Vaciamadrid', 'title': 'Estudio en Calle Beatriz Galindo, 12'}",True,False,False,False,False,False,,,Rivas Futura,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,False
34877121,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/5c/4e/1026839875.jpg,32,620.0,flat,rent,87.0,True,2,2,El Quiñón,Toledo,Seseña,es,40.1364479,-3.6657006,False,https://www.idealista.com/inmueble/34877121/,31323,"Piso en Seseña zona Pau el quiñon, 87.00 m. de superficie, 7.00 m2 de terraza, 2 habitaciones dobles, 2 baños, propiedad en buen estado, cocina equipada, carpinteria interior de roble, orientación sureste, gres y tarima flotante, carpintería exterior de aluminio / climalit.  Extras: acceso pmr, agua, alta de suministros, armarios empotrados, ascensor, calefaccion, campana extractora, campos deportivos, conserje, exterior, frigorifico, gas ciudad, horno, jardin, lavadora, luminoso, luz, piscina comunitaria, preinst. aacc, puerta blindada, puertas automático, riego automático, terraza, trastero, videoportero, vigilancia camaras de segurida, vitroceramica, autobuses, árboles, céntrico, centros comerciales, centros médicos, colegios, hospitales, parques, urbanización, vallado, vistas despejadas, zonas infantiles, garaje incluido    Alquiler: 620 € MES (SOLVENCIA ECÓNOMICA-NO SE ADMITEN MASCOTAS-SEGURO RESPONSABILIDAD CIVIL INQUILINO-), comunidad incluida.",False,good,False,7.0,{'typology': 'flat'},"{'subtitle': 'El Quiñón, Seseña', 'title': 'Piso'}",True,False,False,False,False,False,07044,1,El Quiñón,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
97509111,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/1b/b8/981638028.jpg,19,400.0,flat,rent,55.0,True,1,1,"Avenida Rufino Rubio, 2",Toledo,Yeles,es,40.1208638,-3.8042647,True,https://www.idealista.com/inmueble/97509111/,33991,"¡ SU PISO TE PRESENTA ALQUILER DE ESTUDIO EN EL CENTRO DEL PUEBLO DE YELES! Vivienda ubicada en pleno centro cerca de todos los servicios necesarios. Te proponemos este estudio de 55 m2 distribuidos en una cocina amueblada y equipada con electrodomésticos, salón- dormitorio, 1 baño amplio con plato de ducha. La vivienda se encuentra en 1º planta con ascensor. No pierdas la oportunidad. Requisitos: - 3 últimas nominas - contrato de trabajo - vida laboral No se aceptan mascotas. Vivienda ubicada en YELES, Toledo, situada alrededor de todos los servicios necesarios, centros educativos, comercios, centros médicos, restaurantes y bares, zonas verdes, buena comunicación por tráfico rodado y transportes. Próximo a, Parla, Fuenlabrada, Carranque, Torrejón de la calzada, Illescas, Getafe y a tan sólo 30 minutos de Madrid Capital. ¡Mejor ver! Vísitanos en Avenida Rufino Rubio 14, Yeles Toledo o llamanos al 925510242 - 682932967 - 626638252 para organizar una visita.",True,good,False,7.0,{'typology': 'flat'},"{'subtitle': 'Yeles', 'title': 'Piso en Avenida Rufino Rubio, 2'}",True,False,False,False,False,False,3920,1,,,True,,,
98910558,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/be/fa/1017818712.jpg,28,500.0,flat,rent,115.0,True,3,2,Calle Pío XII,Toledo,Fuensalida,es,40.0522725,-4.2100279,False,https://www.idealista.com/inmueble/98910558/,59095,"PRECIO DE VENTA: 98.000€, OPORTUNIDAD DE OPCIÓN DE COMPRA A 5 AÑOS (58.000€) CON UNA ENTRADA INICIAL DE 16.000€ Y 500€ AL MES DURANTE 5 AÑOS. DESCUENTO 100% LOS TRES PRIMEROS AÑOS Y 50% EL 4º Y 5º AÑO. NO DISPONIBLE EN ALQUILER SOLO ALQUILER CON OPCIÓN A COMPRA.    Piso en Fuensalida zona FUENSALIDA, 115 m. de superficie, 3 m2 de terraza, una habitación doble y 2 habitaciones sencillas, 2 baños, propiedad en buen estado, cocina sólo muebles, carpinteria interior de roble, orientación este, gres, carpintería exterior de aluminio / climalit.  Extras: ascensor, calefacción, luminoso, puerta blindada, terraza, autobuses, árboles, céntrico, centros médicos, colegios, supermercados, zona de paso, garaje incluido, parking incluido  Gastos de comunidad: 52 Eur.",True,good,False,4.0,{'typology': 'flat'},"{'subtitle': 'Fuensalida', 'title': 'Piso en Calle Pío XII'}",False,False,False,False,False,False,376,2,,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
30863032,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/0c/5a/1026013487.jpg,30,650.0,flat,rent,95.0,True,2,2,Calle Joan Miro,Toledo,Seseña,es,40.1280863,-3.6710106,False,https://www.idealista.com/inmueble/30863032/,32207,"REF. 1506/100. MAXIMO TRES PERSONAS. Perfecto para pareja, pareja con un niño, compartir.  Se alquila piso en el Quiñón, Seseña, AMUEBLADO. Se distribuye en dos amplias habitaciones la principal con baño en suitte con bañera, otro baño con bañera en el pasillo, gran salón comedor con terraza, cocina amueblada y equipada con electrodomésticos. Plaza de garaje y trastero.  Urbanización cerrada, con piscina y jardines.  Comunidad incluida en el precio.",False,good,False,7.0,{'typology': 'flat'},"{'subtitle': 'El Quiñón, Seseña', 'title': 'Piso en Calle Joan Miro'}",False,False,False,False,False,False,1506/100,4,El Quiñón,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
85802894,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/8d/0a/675645878.jpg,29,725.0,flat,rent,50.0,True,1,1,"DEYANIRA, 59",Madrid,Madrid,es,40.4430571,-3.584077,True,https://www.idealista.com/inmueble/85802894/,10503,"Vivienda de un dormitorio amueblada incluye plaza de garaje, consumo de agua y gastos de comunidad.  Dormitorio con cama de 135 cm y armario empotrado.  Baño amplio completo con bañera y bidé.  Salón comedor con ventana mirador.  Cocina independiente amueblada y con electrodomésticos. Dispone de ventana pasa-platos al salón. Electrodomésticos: termo eléctrico de 100L, nevera 140cm (con congelador en la parte superior), horno, vitrocerámica de dos fuegos, lavavajillas, lavadora y microondas. Plaza de garaje de acceso directo al edificio. Aire acondicionado y bomba de calor. Suministros de la vivienda son agua y luz. No hay gas. Agua incluida.  Urbanización: Piscina grande con césped. Gimnasio. Pista de paddle. Servicio de portería 24 horas. Amplia con zonas ajardinadas.  Condiciones:  NO SE ACEPTAN MASCOTAS.  Contrato por un mínimo de 4 meses, se puede renovar. Se requiere contrato de trabajo y las dos últimas nóminas. Reserva de 900€. Localización: Barrio Rejas. Junto a CC Plenilunio.  Parada autobús en la puerta. Línea 77. Acceso directo A2, M21 y M40. 28022 Distrito San Blas. Barrio Rejas.",False,good,False,15.0,{'typology': 'flat'},"{'subtitle': 'Rejas, Madrid', 'title': 'Piso en DEYANIRA, 59'}",True,False,False,False,False,False,DEYANIRA 725€,1,San Blas,Rejas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
98906605,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/c2/c8/1027694231.jpg,16,750.0,flat,rent,67.0,True,3,1,Avenida España,Madrid,Getafe,es,40.3127355,-3.7210287,False,https://www.idealista.com/inmueble/98906605/,11657,"C. R. HOMES INMOBILIARIA alquila acogedor PISO DE 67m2 CON 3 DORMITORIOS, BAÑO EN GETAFE-AVENIDA DE ESPAÑA Vivienda en planta BAJA (con altura de primero), LUMINOSA de 67m2 con orientación NORESTE compuesta de 3 DORMITORIOS completos, SALÓN-COMEDOR, COCINA AMUEBLADA y 1 BAÑO completamente equipado con PLATO DE DUCHA. La vivienda dispone de; - CALEFACCION CON RADIADORES ELÉCTRICOS. - Ventanas de aluminio. - Suelos de gres. - Puertas macizas de roble. - AIRE ACONDICIONADO en salón y un dormitorio Se encuentra ubicada cerca de la universidad Carlos III y colegio Doctor Severo Ochoa, del centro de salud Los Ángeles y Sánchez Mórate próximo a farmacias, supermercados, paradas de autobuses y a 1 minuto andando del Metro de Juan de la Cierva (Línea 12) con conexión a una parada de metro de la estación de Getafe Central, donde se encuentra la estación de Renfe. Gestionamos su compra de vivienda y su financiación, le ofreceremos un abanico de posibilidades de financiación de entre las cuales podrá elegir la que mejor se adapte a sus necesidades. No tendrá que preocuparse de nada, nos encargamos de toda la tramitación. ¡IDEAL PARA INVERSORES! ¡PIDA INFORMACIÓN SIN COMPROMISO! También podemos atenderle presencialmente en nuestras oficinas: C. R. HOMES en GETAFE en Avenida de España 13 TLF 910329137 C. R. HOMES en PARLA en calle Pinto 38 TLF 912680865 C. R. HOMES en FUENLABRADA en Avenida de las Naciones 1 TLF 916002424 ESTAREMOS ENCANTADOS DE ATENDERLE.",False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Juan de la Cierva, Getafe', 'title': 'Piso en Avenida España'}",False,False,False,False,False,False,3281AL,bj,Juan de la Cierva,,False,,,
98775094,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/e0/a3/1023872223.jpg,16,600.0,flat,rent,45.0,True,2,1,Higuera,Madrid,Mataelpino,es,40.7351814,-3.9480239,False,https://www.idealista.com/inmueble/98775094/,41003,"¡ BONITO PISO BAJ0 CON PATIO DE 10 M2! Piso bajo de 40 m2 útiles con un patio interior de 10 m2. Salón, cocina completamente amueblada con electrodomésticos, dos dormitorios con armarios empotrados, cuarto de baño y un patio que sale del dormitorio principal. El piso tiene plaza de garaje y trastero de unos 3,5 m2. en el mismo edificio. Ventanas de PVC doble climalit, suelo de gres, puertas de roble y calefacción de gas natural. Para acceder a la vivienda desde la calle hay cuatro peldaños. Edificio del año 2008, ubicado en el centro del pueblo al lado de todos los servicios. Para entrar a vivir se pasará seguro de impago, gente con ingresos demostrables.  Se pide un mes de fianza, el mes en curso y mes de agencia. En GRUPO CASA 10, contamos con un grupo de profesionales con experiencia en el sector, que le ayudamos a encontrar la financiación mas rentable haciéndole un asesoramiento personalizado y buscando las mejores soluciones financieras.  Hacemos presupuesto de reforma y construcción sin coste y al mejor precio final con fecha de finalización por escrito.  Llámanos para cualquier duda sin compromiso Grupocasa10. Mataelpino; FRfª. : 042050.",False,good,False,13.0,{'typology': 'flat'},"{'subtitle': 'Mataelpino', 'title': 'Piso en Higuera'}",False,False,False,False,False,False,042050,bj,,,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
98879146,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/72/16/1026472424.jpg,42,750.0,flat,rent,70.0,True,3,1,Calle de la Presa,Madrid,San Fernando de Henares,es,40.4265112,-3.5307456,False,https://www.idealista.com/inmueble/98879146/,14642,"REF7675. Piso de 70m2. Dispone de 3 dormitorios, salón comedor y cocina amueblada y equipada y 1 cuarto de baño completo Calefacción individual de gas natural, suelos de tarima. Piso exterior y no amueblado. Gastos de comunidad incluidos en el precio. Zona comercial con todos los servicios, Metro más cercano San Fernando (L7).  Nuestras condiciones son: 1 mes de fianza, 1 mes de depósito de garantías, 1 mes de honorarios y el mes corriente. Tanto la fianza como las garantías se devuelven a la finalización del contrato. Pedimos contrato de trabajo y nóminas.",False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Montserrat - Parque Empresarial, San Fernando de Henares', 'title': 'Piso en Calle de la Presa'}",False,False,False,False,False,False,7675,2,Montserrat - Parque Empresarial,,False,,,
98911748,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/3c/f4/1027483298.jpg,6,450.0,penthouse,rent,60.0,True,1,1,Calle Hortensia,Madrid,Villa del Prado,es,40.2789466,-4.3049356,False,https://www.idealista.com/inmueble/98911748/,53238,"Magnífico piso de obra nueva de 60m2. Dispone de 1 habitación, salón independiente, cocina totalmente amueblada y equipada, 1 baño completo, 1 aseo, armarios empotrados, aire acondicionado frío/calor. Es una vivienda exterior muy luminosa y amueblada. Dispone de terraza y balcón. Finca sin ascensor. Zona residencial con todos los servicios. Gastos de comunidad incluidos. No se aceptan animales.",False,good,False,8.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Villa del Prado', 'title': 'Ático en Calle Hortensia'}",False,False,False,False,False,False,28DG-024843-01,,,,False,,,
98869455,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/24/de/c0/1024130142.jpg,28,550.0,flat,rent,105.0,True,3,1,Travesía Beatriz,Toledo,El Viso de San Juan,es,40.1438987,-3.9229105,False,https://www.idealista.com/inmueble/98869455/,35598,"LUMINOSO PISO EXTERIOR 3 DORMITORIOS.. . SEMIAMUEBLADO. CON GARAJE Y TRASTERO¡ Piso céntrico de 95metros de 3 dormitorios grandes con armarios empotrados, salón independiente de 25m2 con ventanal, cocina totalmente amueblada que ademas incluye electrodomésticos, baño completo y amplia plaza de garaje y trastero. Recién reformado y pintado. Entrega inmediata. SI BUSCAS PISO PARA ENTRAR A VIVIR NO DUDES EN VISITARLO, MEJOR VERLO¡ Precio: 99.000 Euros Teléfono: 91 861 54 34 - 646 400 798 Open House Inmobiliaria.",False,good,False,5.0,{'typology': 'flat'},"{'subtitle': 'El Viso de San Juan', 'title': 'Piso en Travesía Beatriz'}",False,False,False,False,False,False,VISO - P7,2,,,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
98827509,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/34/45/1025037140.jpg,27,720.0,flat,rent,54.0,True,1,1,Calle de Rascón,Madrid,Madrid,es,40.3938982,-3.7281276,False,https://www.idealista.com/inmueble/98827509/,3296,"PROMOCIÓN SEPTIEMBRE: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de Septiembre. Y además, ¡sin comisiones de agencia! Loft de 54,00 m2 aproximadamente, se encuentra en el municipio y provincia de Madrid. La vivienda de 2 alturas que se distribuye en: un dormitorio, un cuarto de baño, amplio salón-comedor con cocina amueblada y equipada con horno y vitrocerámica. Se ubica en la planta baja de un edificio de dos plantas sobre rasante, el cual no dispone de ascensor. En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, tales como, sanitarios, educativos, restaurantes, supermercados, comercios, amplias zonas verdes, etc. Además, el municipio dispone de todo tipo de transporte público como autobuses, estación de tren, metro, aeropuerto, etc. Dispone de buenas conexiones con todo tipo de carreteras, nacional, comarcal, local, autovías y autopista. *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",True,good,False,13.0,{'typology': 'flat'},"{'subtitle': 'San Isidro, Madrid', 'title': 'Piso en Calle de Rascón'}",True,False,True,False,False,False,7048233-AL,bj,Carabanchel,San Isidro,False,,,
98911766,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/25/aa/1027483954.jpg,8,550.0,penthouse,rent,75.0,True,2,2,Calle Hortensia,Madrid,Villa del Prado,es,40.2796466,-4.3053356,False,https://www.idealista.com/inmueble/98911766/,53247,"Magnífico piso de obra nueva de 75m2. Dispone de 2 habitaciones, salón independiente, 2 terrazas, 2 balcones, cocina totalmente amueblada y equipada, 2 baños completos, 1 aseo, armarios empotrados, aire acondicionado frío/calor. Es una vivienda exterior muy luminosa y amueblada. Finca sin ascensor. Zona residencial con todos los servicios. Gastos de comunidad incluidos. No se aceptan animales.",False,good,False,7.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Villa del Prado', 'title': 'Ático en Calle Hortensia'}",False,False,False,False,False,False,28DG-024844-01,,,,False,,,
98799167,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/c8/e5/1024153520.jpg,30,720.0,flat,rent,49.0,False,3,1,Calle de Godella,Madrid,Madrid,es,40.3418997,-3.6883697,False,https://www.idealista.com/inmueble/98799167/,8411,"PROMOCIÓN SEPTIEMBRE: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de Septiembre. Y además, ¡sin comisiones de agencia! Excelente piso de aproximadamente 49,08 m² ubicado en el barrio de San Cristóbal, municipio y provincia de Madrid. La vivienda se distribuye en: un luminoso salón-comedor, tres dormitorios, un cuarto de baño, cocina equipada y recibidor. La cocina se encuentra totalmente amueblada con muebles altos y bajos, está semi-equipada con vitrocerámica, campana extractora y horno, no tiene frigorífico ni lavadora. Se encuentra en la tercera planta de un edificio plurifamiliar de cinco plantas sobre rasante, el cual no dispone de ascensor. La vivienda se encuentra en buen estado de conservación. Las viviendas del entorno corresponden a edificios plurifamiliares de similares características, teniendo el barrio carácter urbano consolidado. Entorno con equipamientos completos cercanos: médico-sanitario, docente, religioso, comercial, zonas verdes, deportivas, centros comerciales, etc. Comunicaciones completas con el resto de la provincia por carreteras y autopistas, servicios de ferrocarriles, autobuses interurbanos. Buenas comunicaciones con el resto de la ciudad, con paradas próximas autobuses urbanos interurbanos. A 21,7 km aproximadamente del Aeropuerto de Madrid-Barajas Adolfo Suarez. *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",True,good,False,15.0,{'typology': 'flat'},"{'subtitle': 'San Cristóbal, Madrid', 'title': 'Piso en Calle de Godella'}",True,False,True,False,False,False,7245836-AL,3,Villaverde,San Cristóbal,False,,,
98918888,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/a9/c9/1027730455.jpg,38,740.0,flat,rent,65.0,True,3,1,Calle Sacrificio,Madrid,Madrid,es,40.4049726,-3.6047164,False,https://www.idealista.com/inmueble/98918888/,8443,"REF8679. Piso de 65m2 Dispone de 3 habitaciones, salón comedor, 1 baño, cocina amueblada y equipada con lavadora-frigorífico-vitrocerámica-campana-horno y microondas. Calefacción individual de gas natural y aire acondicionado con bomba frío/calor en el salón. Sofá cama en cuarto de estar. SE ENTREGA SEMIAMUEBLADO (sin camas) Finca con ascensor. Zona con todos los servicios, universidad, bancos, supermercados, colegios e institutos. Muy cerca del metro de ""San Cipriano"" (L-9). Autobuses de la EMT 4, 106, N-7, N-31 y N-44. Gastos de comunidad incluidos en el precio.  CONDICIONES: Nuestras condiciones son: 1 mes de fianza, 1 mes de depósito de garantías, 1 mes de honorarios y el mes corriente. Tanto la fianza como las garantías se devuelven a la finalización del contrato. Pedimos contrato de trabajo y nóminas. CLA.",False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Ambroz, Madrid', 'title': 'Piso en Calle Sacrificio'}",False,False,False,False,False,False,8691,1,Vicálvaro,Ambroz,True,,,
98839459,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/2d/39/1025466104.jpg,72,660.0,flat,rent,155.0,False,3,2,Calle de Versalles,Madrid,Aranjuez,es,40.0565099,-3.5934267,False,https://www.idealista.com/inmueble/98839459/,41119,"PROMOCIÓN SEPTIEMBRE: GRATIS Alta de Suministros si reservas antes del 31 de Septiembre. Y además, ¡Sin comisiones de agencia! Piso de tres dormitorios en la primera planta de un edificio de tres alturas sobre rasante, construido en 2005 y en perfecto estado de conservación, con ascensor y ubicada en el barrio La Montaña (Aranjuez), provincia de Madrid. La vivienda consta de unos 138 m2 construidos aproximadamente. Totalmente exterior. Está distribuida en amplio y luminoso salón-comedor con terraza, cocina independiente muy luminosa con muebles altos, bajos y semi-equipada (dispone de horno, placa vitrocerámica y campana extractora) con acceso a tendedero; tres dormitorios (el principal con armario empotrado), dos baños, el principal en suite con bañera y el secundario con plato de ducha para dar servicio al resto de la vivienda. Los dormitorios cuentan con amplios ventanales. Cuenta con plaza de garaje y trastero. Dispone de suelos de gres en todas las estancias, cerramientos de aluminio blanco tipo Climalit, calefacción individual por gas natural. Zona consolidada con todo tipo de servicios tales como, sanitarios, educativos, restaurantes, supermercados, comercios, campo de golf, parques infantiles y grandes zonas verdes. Hospital del Tajo a escasos 6 minutos y el Palacio Real de Aranjuez a 4,8 km. Bien comunicada con diversas líneas de transporte púbico: Autobuses líneas L4 y 429 y líneas de cercanías C3 y C3A. Dispone de buenas conexiones con todo tipo de carreteras, nacional, comarcal, local y autovías. “Las fotografías de esta publicación pertenecen al piso piloto, el cual se mostrará en las visitas. Las viviendas de esta promoción se entregan sin amueblar”. *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",True,good,False,4.0,{'typology': 'flat'},"{'subtitle': 'La Montaña-El Cortijo, Aranjuez', 'title': 'Piso en Calle de Versalles'}",True,False,True,False,False,False,1000014952-CA,1,La Montaña-El Cortijo,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
98799169,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/7b/cd/1024153628.jpg,26,720.0,flat,rent,56.0,False,2,1,Calle de Sáhara,Madrid,Madrid,es,40.3571834,-3.6915155,False,https://www.idealista.com/inmueble/98799169/,6691,"PROMOCIÓN SEPTIEMBRE: 1 MES DE ALQUILER GRATIS si reservas antes del 30 de Septiembre. Y además, ¡sin comisiones de agencia! Piso situado en la cuarta planta de un edificio de seis plantas sobre rasante. No dispone de ascensor. Está situado en el barrio de Los Rosales, en la ciudad y provincia de Madrid. Tiene una superficie construida de 52 m2. La vivienda se distribuye en vestíbulo, salón- comedor, dos dormitorios, cocina amueblada y semi-equipada con vitrocerámica, horno, campana extractora, un baño y terraza cubierta. Los suelos de la vivienda son de gres, paredes de gotelé pintado, carpintería interior de madera pintada, ventanas exteriores de aluminio lacado en tono metalizado, cocina amueblada y cuarto de baño con sanitarios. Dispone de agua caliente. Se encuentra ubicada en una zona dotada de todos los servicios necesarios como son estaciones de metro, centros deportivos, comercios y supermercados. La ciudad dispone de aeropuerto internacional, estaciones de ferrocarril y una completa red de transporte urbano (autobuses y metro). *Promoción válida para contratos firmados antes de 30 de Septiembre del 2022 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio.",True,good,False,13.0,{'typology': 'flat'},"{'subtitle': 'Los Rosales, Madrid', 'title': 'Piso en Calle de Sáhara'}",True,False,True,False,False,False,7254396-AL,4,Villaverde,Los Rosales,False,,,
